1.27652 -0.988494 1.301 2.07615 -1.29666 1.01353 -0.951291 1.90386  
-1.02049 0.253421 -0.160784 1.06894 1.04022 -0.248652 0.907135 1.40639  
0.0856452 1.02887 -1.19696 1.58423 -0.0886706 -1.03423 -0.626842 1.21721  
0.245888 0.86152 0.259936 0.938833 -0.22602 -0.871604 -0.899849 1.27737  
1.15379 -1.41525 -2.13084 2.80817 -1.13639 1.39999 1.6027 2.41478  
-0.889122 -0.595755 -1.06189 1.51137 0.890394 0.596676 0.444746 1.16524  
-0.997441 0.287489 1.18493 1.57885 1.02232 -0.26721 0.744375 1.29684  
0.763471 -0.0418398 0.631666 0.997399 -0.757141 0.0292856 -0.748246 1.07012  
0.509317 -1.44942 -1.02316 1.84885 -0.53914 1.46742 0.57417 1.66878  
-0.716543 1.08942 -0.640475 1.45659 0.718982 -1.08989 -1.0941 1.70676  
-0.534342 1.11763 -1.00669 1.59975 0.519761 -1.08083 -0.496128 1.30217  
-0.700371 -0.699073 -0.359254 1.05804 0.708622 0.685535 -0.293664 1.03417  
0.59207 -1.24186 0.30464 1.41306 -0.581687 1.21606 -0.693426 1.51959  
-0.305526 -0.855007 -0.456748 1.02184 0.303675 0.855966 0.137913 0.924705  
-2.13002 -2.10421 1.09736 3.19062 2.11917 2.1034 1.67862 3.42697  
2.08861 -0.621112 -0.71863 2.29688 -2.09048 0.622248 -2.33761 3.19889  
0.877468 0.229293 -0.130482 0.922342 -0.877679 -0.228256 -0.699123 1.14994  
-1.96905 -0.272815 -2.04776 2.85588 1.97729 0.262004 0.878649 2.18209  
0.763158 -1.24586 -0.477119 1.54058 -0.765278 1.21078 1.21682 1.88241  
0.161234 -1.05301 0.13704 1.07925 -0.162747 1.04863 -0.951205 1.42901  
0.397336 1.02042 0.571137 1.23955 -0.398944 -1.03008 -0.718067 1.32174  
-1.2094 0.249783 0.623024 1.38721 1.22107 -0.257053 0.940415 1.56609  
0.387291 -0.921767 -0.789747 1.27848 -0.39186 0.873365 -0.674607 1.17583  
-0.0988782 0.637435 -0.601968 0.888611 0.104213 -0.655547 0.751483 1.00821  
0.0208247 0.970277 -0.114291 0.982902 -0.0383936 -0.961261 -0.682381 1.18419  
-0.676428 0.620574 -0.641798 1.12505 0.678057 -0.625681 0.75642 1.19774  
-0.33509 -0.816505 -0.856842 1.23463 0.337922 0.818803 -0.130936 0.901631  
-1.14503 -0.0324454 -0.711772 1.35275 1.14433 0.0293983 0.0879632 1.15293  
-1.72182 -2.12324 -2.73112 3.86562 1.70821 2.13312 -0.339516 2.75583  
1.02993 -0.227676 0.275396 1.09526 -1.02903 0.221561 0.444899 1.14765  
0.864262 0.0671319 0.812756 1.19298 -0.877499 -0.0556119 0.0331863 0.886207  
0.90688 0.543339 -0.394708 1.1334 -0.867842 -0.504871 -0.210531 1.03128  
-0.741085 -0.239459 -0.580339 0.976988 0.783259 0.255874 0.470783 0.954865  
-0.867518 0.738017 -0.65937 1.3203 0.868934 -0.740124 0.672881 1.3292  
-0.294144 1.9581 -0.473184 2.03856 0.295449 -1.95634 -1.85937 2.71716  
-1.02472 -1.70135 -2.27659 3.02302 1.01669 1.71901 -1.08927 2.27735  
1.47571 -0.953279 -0.937612 1.99418 -1.43228 0.94128 -0.485416 1.78444  
-0.38728 0.856446 -0.200837 0.966946 0.38051 -0.85823 -0.848058 1.26953  
0.550224 -2.00009 -0.204463 2.08712 -0.553866 1.99724 0.661268 2.17811  
-1.56987 -1.77073 -1.77118 2.95774 1.56814 1.76955 -1.19843 2.65288  
0.655166 0.624406 -0.359977 0.979731 -0.644175 -0.604227 0.408857 0.978969  
0.713806 1.48327 1.37642 2.14833 -0.715772 -1.48861 -0.758984 1.82085  
-0.824255 -0.182343 -0.988907 1.30451 0.822171 0.186742 0.150041 0.862852  
-0.381638 0.770404 0.379391 0.945659 0.370414 -0.778729 -0.589387 1.04984  
-0.906657 0.116118 -0.852548 1.2544 0.907867 -0.106996 -1.05712 1.40155  
0.830783 0.621509 -0.578761 1.19273 -0.828919 -0.620879 0.770323 1.29505  
1.28816 -0.306044 0.370019 1.3788 -1.30941 0.292016 -0.591176 1.46986  
0.330582 2.632 2.1008 3.38544 -0.334709 -2.63235 -2.19049 3.44249  
-4.42276 0.942973 -0.0217803 4.52345 4.41735 -0.916591 0.0534096 4.513  
0.375767 0.666916 -0.707074 1.04742 -0.342234 -0.675728 0.531132 0.931127  
1.16743 -1.19718 0.134873 1.68092 -1.14485 1.20478 0.596413 1.76891  
2.481 -2.30983 2.16592 4.02406 -2.44669 2.31855 -1.24073 3.5934  
-0.632242 0.574989 0.997763 1.31797 0.615881 -0.578399 -0.0406318 0.852449  
-1.38294 -1.02341 -1.12162 2.05647 1.39503 0.980463 -0.909158 1.93524  
0.450683 -0.632505 -0.676594 1.03543 -0.442637 0.63144 0.536068 0.94508  
-0.0537484 -1.23074 0.868589 1.51103 0.0753299 1.29567 1.39553 1.90869  
-0.261216 1.28171 1.01699 1.66026 0.231838 -1.29952 1.17153 1.76809  
0.638911 0.602158 -0.247353 0.918231 -0.609125 -0.551612 0.545399 0.991934  
-0.64739 0.583857 -0.823109 1.20361 0.634448 -0.557009 -0.146821 0.863425  
-0.959736 -0.271817 -0.585724 1.16156 0.990059 0.287504 0.180291 1.05192  
0.884853 -1.53513 1.82288 2.54434 -0.881985 1.54286 0.440211 1.83392  
0.819421 -0.775001 -0.333481 1.18087 -0.802622 0.767082 -0.0545876 1.11658  
1.04893 0.789589 0.999219 1.65327 -1.05172 -0.78145 -0.581218 1.43727  
-1.04663 1.28026 0.406517 1.70614 1.01379 -1.29688 0.21054 1.66288  
-1.03182 0.118048 -0.168902 1.05749 1.03284 -0.132113 -0.330036 1.09741  
-1.1707 0.0109883 1.3443 1.78577 1.12309 -0.0348826 0.704925 1.33065  
-3.82988 -1.82378 4.61643 6.27031 3.859 1.86261 -2.69931 5.06544  
-0.164267 -0.838461 -0.448062 0.970528 0.197513 0.828885 0.880743 1.23001  
-2.01557 0.96176 -2.39866 3.27906 2.02766 -0.962069 1.08996 2.49723  
-0.825233 -0.561005 -0.413008 1.08512 0.826149 0.566931 0.16334 1.02067  
-0.848981 0.32607 -0.420906 1.00768 0.856887 -0.308046 -0.0889579 0.920991  
-0.118448 0.91084 0.185132 0.942919 0.161796 -0.878025 -0.60773 1.08518  
1.04605 -0.258663 -0.083054 1.0859 -1.07483 0.244599 -0.16232 1.1192  
0.972599 0.752858 0.161052 1.24493 -0.973553 -0.745547 -0.135557 1.23822  
0.767178 1.58064 1.99581 2.66109 -0.77856 -1.60428 -0.196104 1.79708  
0.698462 -1.68367 0.434456 1.87683 -0.688809 1.71016 -0.493056 1.91138  
1.79218 0.765169 -0.695378 2.07174 -1.79049 -0.764215 -0.580452 2.0342  
-0.900684 -1.08641 1.56759 2.11188 0.902117 1.08432 0.250383 1.43646  
-0.885919 0.124296 -0.247012 0.934067 0.888852 -0.12444 -0.662875 1.12076  
0.690848 0.36353 -0.16786 0.80546 -0.698788 -0.358499 0.838091 1.15342  
1.30037 1.11867 -0.423816 1.77008 -1.29482 -1.12694 1.49176 2.27663  
-3.13682 -0.396848 2.02139 3.75424 3.14374 0.385795 1.49677 3.50477  
-0.265671 -0.716748 -0.760175 1.08321 0.241887 0.734872 0.572965 0.968503  
0.801912 -1.65395 1.43601 2.33493 -0.802709 1.65741 -1.56956 2.42199  
1.13811 -0.318689 0.12639 1.19331 -1.14033 0.327929 -0.657398 1.3606  
0.735012 -0.932121 0.930656 1.51208 -0.755976 0.927841 0.53395 1.31478  
0.318115 -1.1901 -0.257688 1.26297 -0.321957 1.18637 -0.933028 1.54688  
-1.10013 0.10826 -0.379426 1.17351 1.09969 -0.109718 1.13789 1.58975  
0.887211 -0.0389025 0.319989 0.949849 -0.911461 0.00545527 -0.139738 0.92816  
0.698719 -1.02001 -0.388327 1.30023 -0.69939 1.01603 -0.733178 1.43881  
1.45328 0.932746 1.53128 2.31042 -1.47713 -0.894912 0.827308 1.91791  
1.22641 0.506952 -0.651462 1.48211 -1.2266 -0.494878 -0.418705 1.39138  
-1.0226 0.761265 1.35934 1.8666 0.957466 -0.743233 0.0501792 1.21771  
1.02677 -0.615833 0.0632077 1.20361 -1.01252 0.612573 1.08818 1.61113  
-0.630285 -2.64549 1.0202 2.90652 0.573764 2.64616 1.6629 3.17927  
0.55402 -0.869066 0.573937 1.18439 -0.557498 0.869595 0.5675 1.18331  
-1.45033 -0.533567 1.50963 2.16294 1.41764 0.575369 1.49865 2.14426  
-0.970923 -1.58565 1.83267 2.61282 0.997575 1.65547 1.18754 2.27094  
-0.967889 0.969623 1.08078 1.74821 0.928945 -0.996568 0.087656 1.36928  
0.96036 0.491441 1.07352 1.52559 -0.961304 -0.48861 0.287506 1.12101  
-0.288095 -4.63418 0.672268 4.69273 0.266079 4.60582 -2.42555 5.21333  
-0.395632 1.17361 1.22337 1.74404 0.458642 -1.15153 0.344488 1.29082  
0.902505 1.09324 0.675883 1.57406 -0.900586 -1.09535 -0.289936 1.45123  
-0.652113 -0.239368 0.59482 0.92061 0.612191 0.264446 -0.594319 0.899493  
1.08002 -0.301647 0.626764 1.28897 -1.07938 0.300545 0.473947 1.22114  
-0.86056 -0.331799 0.662998 1.14078 0.85318 0.31849 -0.422729 1.00956  
0.995333 0.196503 0.576954 1.1719 -0.99258 -0.206921 -0.513831 1.14159  
0.751997 0.517704 -0.102493 0.924762 -0.752481 -0.514972 -0.741578 1.18005  
