0.141347 -1.41642 -0.729709 1.60308 -0.538581 1.5904 -1.37566 2.17326  
0.527351 1.59444 1.11743 2.01994 0.165157 -1.09707 -0.547136 1.24152  
-0.162268 1.44669 0.570652 1.56718 0.286177 -1.6095 0.771725 1.81083  
-0.885158 1.05982 0.849122 1.62447 1.37758 -0.389307 -0.71207 1.60234  
0.728936 1.11871 -0.723341 1.52225 -1.11463 -1.38284 -0.985941 2.03418  
1.95337 0.260724 -0.363505 2.00672 -1.16658 -0.214817 0.0883477 1.19416  
0.261668 -1.10015 -1.27874 1.7103 0.0709551 1.1107 0.883355 1.42484  
1.34893 -0.0426191 -2.02266e-05 1.35373 -1.70797 0.0492695 -0.71317 1.85455  
0.441323 -1.64554 0.990277 1.97342 -0.372245 1.31529 1.41642 1.97128  
0.558578 1.36715 0.679804 1.62923 0.0373324 -1.63205 1.30096 2.09013  
1.233 -0.272908 -0.0344729 1.26772 -1.6313 0.246117 -1.41545 2.17632  
-1.0828 1.369 -0.228033 1.76346 0.658281 -1.1819 -0.668387 1.51266  
-1.69103 0.115309 -1.33479 2.16002 1.33538 0.127681 -0.408394 1.40623  
-0.849038 -1.17947 -0.779115 1.65233 0.869492 1.37042 -0.912771 1.86504  
-0.996159 -1.03957 -0.364247 1.48892 1.02221 1.29997 -0.170179 1.66582  
0.984186 0.747511 0.649071 1.39995 -0.819383 -0.835793 -1.32637 1.77211  
-0.865944 1.19523 1.20191 1.90635 0.568893 -1.53543 0.819098 1.83392  
0.368192 1.13756 1.24539 1.72967 -0.687587 -1.79285 1.10538 2.21813  
-1.18404 -0.605073 -1.48695 1.99756 1.71222 0.464022 -1.3152 2.21087  
-1.36686 -0.0502692 -0.363922 1.41931 1.66565 0.466975 -1.13496 2.07165  
0.870433 -1.34542 0.899663 1.84075 -0.758034 0.713223 -0.793354 1.31296  
0.22695 -1.19615 0.493677 1.31801 -0.96204 1.72644 0.189902 1.9883  
1.59085 -0.513868 -0.835525 1.87193 -1.34892 0.235224 -0.0240206 1.37356  
-1.5293 0.563471 1.71616 2.3691 1.4917 -0.121191 1.61735 2.20609  
-0.417856 -1.28956 -1.36268 1.925 0.455863 1.18705 0.374164 1.32968  
-0.47516 1.44167 -0.608745 1.63888 0.553351 -1.45387 -0.748617 1.7296  
0.0816162 -1.3673 0.548955 1.47942 0.339203 1.34607 -0.909469 1.66291  
-1.50659 0.68331 1.47399 2.21823 1.19498 -0.628708 0.431727 1.42155  
-1.05652 -0.844627 -0.350466 1.40129 0.961885 1.46672 0.181059 1.76648  
1.34294 0.773646 -0.0205199 1.55358 -1.25536 -0.74549 -0.690981 1.61873  
-0.924168 -1.52678 1.61537 2.40951 0.448999 0.978989 -0.152902 1.09296  
0.85492 -1.56144 -1.97976 2.66451 -0.71876 0.375578 0.497554 0.957287  
-0.296225 1.15111 -0.0338658 1.19378 0.641868 -1.74115 1.05527 2.13737  
1.1634 -1.20157 1.44028 2.20971 -0.87239 1.14666 0.974196 1.74245  
-1.22081 0.0762626 0.993512 1.57937 1.04097 -0.220218 -1.1171 1.54635  
